Data File:	H4L_080116_2_186.AKF
Measurement Programm:	5.6.5

------------------------MEASURING INFOS------------------------
Diagram Title #1	Forces and Moments at Hip Joint
Diagram Title #2	Measured Relative to Bone

Comment #1	Hip Joint III; Gaitanalysis; Sports; Jogging; on Treadmill; Velocity; 8 km/h;
Comment #2	H4L, 60 Months PO  *  

BodyWeight [N]:	807

Implant Type:	Hip Joint III

Axes Directions X, Y, Z:	Lateral, Anterior, Superior
Axes Origin: 	Ball center
Angle of Rotation (Deg):	X = 7,5	Y = -1,7	Z = -18,9
Displacement X, Y, Z (mm):	0	0	0
Activity Code:	Huefte_III_Activities	1P_1_13_8_2_1_1_3	






---------------------------DATA--------------------------------

Number of Data Sets =	2914
Number of analog channels =	0
Time-Offset(sec) =	0.0
Max. Force (N, sec):	5117,20	29,030

Time	Fx	Fy	Fz	F	Mx	My	Mz	Marker
[s]	[N]	[N]	[N]	[N]	[Nm]	[Nm]	[Nm]	[0/1]

0.000	00194.33	-00070.41	-00293.71	00359.15	-00000.03	-00000.16	00000.07	0
0.011	00198.71	-00083.47	-00374.11	00431.76	00000.02	-00000.09	00000.11	0
0.021	00205.16	-00102.78	-00474.64	00527.20	-00000.05	00000.02	00000.08	0
0.032	00217.34	-00126.63	-00597.04	00647.87	-00000.10	00000.17	00000.00	0
0.042	00228.50	-00143.51	-00732.26	00780.39	-00000.05	00000.25	00000.11	0
0.053	00242.84	-00163.58	-00879.58	00927.03	-00000.02	00000.31	00000.12	0
0.063	00264.41	-00178.95	-01037.27	01085.30	00000.04	00000.32	00000.13	0
0.073	00295.77	-00190.69	-01189.41	01240.38	00000.10	00000.37	00000.11	0
0.084	00334.82	-00202.93	-01324.81	01381.45	00000.13	00000.40	00000.09	0
0.094	00365.69	-00217.98	-01435.06	01496.88	00000.12	00000.50	00000.06	0
0.104	00392.72	-00236.67	-01518.52	01586.23	00000.17	00000.53	00000.06	0
0.114	00421.23	-00258.67	-01593.09	01668.01	00000.17	00000.51	00000.01	0
0.125	00437.14	-00286.43	-01673.40	01753.11	00000.16	00000.63	00000.05	0
0.135	00448.49	-00322.36	-01798.51	01881.41	00000.14	00000.78	00000.13	0
0.145	00470.01	-00386.34	-02035.24	02124.23	00000.09	00001.02	00000.14	0
0.155	00521.99	-00472.67	-02348.83	02452.12	00000.14	00001.24	00000.19	0
0.164	00593.53	-00570.50	-02683.95	02807.37	00000.27	00001.34	00000.19	0
0.174	00668.63	-00667.13	-02985.39	03131.24	00000.37	00001.44	00000.13	0
0.184	00720.70	-00755.12	-03225.72	03390.42	00000.50	00001.61	00000.10	0
0.193	00759.35	-00834.65	-03423.53	03604.69	00000.61	00001.65	00000.05	0
0.203	00786.73	-00907.34	-03582.24	03778.18	00000.72	00001.70	00000.04	0
0.213	00811.64	-00965.99	-03696.28	03905.69	00000.84	00001.65	-00000.06	0
0.222	00833.21	-01008.36	-03765.52	03986.24	00000.87	00001.65	-00000.11	0
0.232	00853.19	-01029.45	-03786.27	04015.41	00000.90	00001.65	-00000.16	0
0.241	00864.88	-01027.65	-03746.94	03980.41	00000.86	00001.63	-00000.18	0
0.251	00861.46	-00998.44	-03648.93	03879.91	00000.83	00001.61	-00000.14	0
0.261	00850.22	-00941.20	-03503.13	03725.67	00000.87	00001.52	-00000.09	0
0.271	00817.36	-00862.95	-03318.51	03524.95	00000.88	00001.50	-00000.03	0
0.281	00780.75	-00770.64	-03109.00	03296.87	00000.85	00001.37	-00000.03	0
0.291	00739.21	-00673.04	-02885.70	03053.96	00000.73	00001.26	-00000.05	0
0.301	00694.44	-00569.50	-02650.35	02798.38	00000.68	00001.08	-00000.04	0
0.311	00649.06	-00467.40	-02425.10	02553.60	00000.65	00000.88	00000.05	0
0.321	00597.80	-00378.29	-02211.47	02321.87	00000.60	00000.79	00000.06	0
0.331	00552.40	-00304.91	-02016.10	02112.53	00000.53	00000.67	00000.05	0
0.341	00519.80	-00248.23	-01853.33	01940.78	00000.47	00000.59	00000.01	0
0.351	00482.21	-00203.20	-01702.10	01780.72	00000.46	00000.60	00000.02	0
0.362	00450.90	-00171.36	-01573.62	01645.89	00000.37	00000.54	00000.00	0
0.372	00416.12	-00151.53	-01461.82	01527.42	00000.26	00000.55	-00000.02	1
0.382	00400.30	-00141.90	-01378.22	01442.17	00000.26	00000.52	-00000.05	1
0.393	00394.35	-00136.91	-01308.83	01373.79	00000.35	00000.43	-00000.04	1
0.403	00402.85	-00141.64	-01248.23	01319.26	00000.35	00000.26	-00000.11	1
0.413	00405.84	-00150.53	-01187.17	01263.63	00000.34	00000.21	-00000.14	1
0.424	00400.58	-00157.76	-01118.23	01198.25	00000.32	00000.14	-00000.18	1
0.434	00388.43	-00164.77	-01049.09	01130.76	00000.24	00000.15	-00000.21	1
0.445	00371.97	-00170.27	-00984.16	01065.80	00000.18	00000.20	-00000.19	1
0.455	00354.64	-00169.11	-00921.74	01001.99	00000.17	00000.22	-00000.09	1
0.465	00347.50	-00168.98	-00871.89	00953.68	00000.17	00000.15	-00000.10	1
0.476	00338.41	-00170.13	-00833.86	00915.85	00000.10	00000.11	-00000.15	1
0.486	00326.94	-00169.36	-00804.60	00884.85	00000.10	00000.15	-00000.11	1
0.497	00329.21	-00176.27	-00796.38	00879.58	00000.06	00000.14	-00000.16	1
0.507	00339.06	-00185.91	-00794.96	00884.02	00000.06	00000.15	-00000.21	1
0.518	00355.12	-00201.18	-00775.69	00876.52	00000.07	00000.14	-00000.27	1
0.528	00382.61	-00218.34	-00749.95	00869.77	00000.01	00000.05	-00000.35	1
0.538	00404.58	-00223.23	-00714.21	00850.66	00000.03	-00000.02	-00000.31	1
0.549	00418.33	-00222.83	-00664.73	00816.41	00000.03	-00000.04	-00000.30	1
0.559	00434.39	-00220.23	-00611.19	00781.51	-00000.08	-00000.11	-00000.38	1
0.570	00445.94	-00203.86	-00547.20	00734.74	-00000.02	-00000.22	-00000.30	1
0.580	00445.52	-00183.94	-00471.25	00674.09	-00000.04	-00000.24	-00000.25	1
0.591	00445.76	-00160.28	-00392.16	00614.96	00000.01	-00000.33	-00000.23	1
0.601	00431.60	-00137.01	-00313.97	00551.03	-00000.04	-00000.34	-00000.25	1
0.612	00416.74	-00112.09	-00252.60	00500.04	-00000.02	-00000.34	-00000.20	1
0.622	00406.12	-00092.98	-00217.30	00469.89	00000.00	-00000.33	-00000.16	1
0.633	00383.56	-00076.42	-00192.73	00436.01	00000.00	-00000.31	-00000.09	1
0.644	00344.84	-00058.45	-00164.08	00386.33	00000.02	-00000.33	-00000.02	1
0.654	00302.70	-00046.36	-00140.77	00337.04	00000.02	-00000.27	-00000.02	1
0.665	00269.48	-00041.41	-00133.01	00303.36	00000.01	-00000.20	-00000.07	1
0.675	00247.66	-00041.19	-00142.98	00288.92	00000.03	-00000.16	-00000.06	1
0.686	00234.56	-00049.37	-00171.88	00294.96	00000.04	-00000.08	-00000.05	1
0.697	00226.22	-00059.86	-00209.72	00314.23	00000.03	-00000.11	-00000.02	1
0.707	00212.19	-00076.50	-00254.42	00340.01	-00000.05	-00000.09	-00000.06	1
0.718	00206.64	-00098.76	-00322.12	00395.24	-00000.19	-00000.02	-00000.10	1
0.728	00214.60	-00120.09	-00414.04	00481.57	-00000.19	00000.00	-00000.04	1
0.739	00224.79	-00137.15	-00518.38	00581.43	-00000.11	00000.02	00000.07	1
0.749	00232.68	-00154.93	-00627.97	00687.38	-00000.13	00000.09	00000.03	1
0.760	00229.98	-00162.10	-00732.28	00784.47	-00000.06	00000.18	00000.10	1
0.770	00226.90	-00168.32	-00840.23	00886.45	-00000.04	00000.24	00000.11	1
0.780	00230.36	-00171.36	-00954.67	00996.90	00000.00	00000.28	00000.11	1
0.791	00245.07	-00169.84	-01066.85	01107.74	00000.07	00000.35	00000.12	1
0.801	00265.00	-00169.10	-01160.04	01201.88	00000.11	00000.44	00000.10	1
0.811	00289.69	-00170.11	-01231.41	01276.41	00000.15	00000.46	00000.07	1
0.822	00314.81	-00173.73	-01277.68	01327.31	00000.20	00000.38	00000.04	1
0.832	00333.57	-00185.51	-01309.94	01364.41	00000.24	00000.31	00000.01	1
0.842	00345.25	-00203.49	-01343.44	01401.94	00000.25	00000.32	00000.01	1
0.853	00354.14	-00231.54	-01405.57	01467.87	00000.15	00000.46	00000.07	1
0.863	00355.61	-00270.26	-01532.60	01596.36	00000.02	00000.74	00000.19	1
0.873	00386.11	-00334.23	-01789.12	01860.58	-00000.04	00000.99	00000.20	1
0.883	00444.52	-00424.46	-02138.51	02225.09	-00000.09	00001.30	00000.17	1
0.892	00529.39	-00523.20	-02520.77	02628.36	00000.07	00001.45	00000.19	1
0.902	00611.17	-00620.68	-02870.50	02999.76	00000.27	00001.58	00000.17	1
0.912	00689.48	-00713.57	-03168.96	03320.67	00000.48	00001.65	00000.16	1
0.921	00754.57	-00801.65	-03423.71	03596.36	00000.60	00001.73	00000.14	1
0.931	00806.44	-00879.70	-03642.27	03832.80	00000.72	00001.85	00000.11	1
0.941	00852.60	-00946.02	-03810.09	04017.29	00000.78	00001.92	00000.07	1
0.950	00895.31	-00989.80	-03922.01	04142.88	00000.84	00001.92	-00000.02	1
0.960	00941.19	-01005.11	-03973.21	04205.06	00000.95	00001.79	-00000.07	1
0.969	00971.66	-00990.81	-03948.35	04185.12	00001.02	00001.66	-00000.12	1
0.979	00979.79	-00951.24	-03850.19	04085.19	00001.01	00001.55	-00000.15	1
0.989	00964.91	-00884.64	-03690.94	03916.21	00000.95	00001.49	-00000.14	1
0.998	00930.48	-00794.27	-03481.27	03689.97	00000.96	00001.39	-00000.02	1
1.008	00895.74	-00693.93	-03258.58	03449.96	00000.93	00001.26	-00000.01	1
1.018	00852.40	-00591.56	-03026.94	03199.83	00000.84	00001.16	-00000.02	1
1.028	00800.13	-00491.07	-02793.34	02946.88	00000.71	00001.09	-00000.02	1
1.038	00751.87	-00401.40	-02564.17	02702.11	00000.60	00000.97	-00000.05	1
1.048	00704.87	-00318.23	-02343.08	02467.42	00000.62	00000.72	00000.02	1
1.058	00658.66	-00250.63	-02134.50	02247.84	00000.61	00000.61	00000.02	1
1.069	00613.86	-00197.19	-01934.58	02039.20	00000.53	00000.50	-00000.02	1
1.079	00571.17	-00156.11	-01748.39	01845.93	00000.48	00000.46	-00000.05	1
1.089	00518.69	-00125.40	-01572.49	01660.57	00000.39	00000.47	-00000.04	1
1.099	00484.12	-00110.37	-01428.62	01512.45	00000.34	00000.42	-00000.10	1
1.110	00458.72	-00101.53	-01309.84	01391.55	00000.37	00000.34	-00000.14	1
1.120	00447.57	-00104.74	-01220.87	01304.53	00000.37	00000.25	-00000.17	1
1.130	00440.51	-00118.83	-01149.22	01236.48	00000.30	00000.20	-00000.22	1
1.141	00433.22	-00134.86	-01088.06	01178.88	00000.24	00000.15	-00000.27	1
1.151	00422.70	-00149.28	-01032.88	01125.97	00000.19	00000.11	-00000.27	1
1.162	00407.35	-00159.36	-00982.89	01075.83	00000.15	00000.13	-00000.22	1
1.172	00386.61	-00165.67	-00935.37	01025.59	00000.11	00000.18	-00000.18	1
1.182	00368.95	-00169.06	-00888.68	00976.97	00000.08	00000.17	-00000.14	1
1.193	00358.51	-00171.08	-00851.78	00939.86	00000.06	00000.09	-00000.17	1
1.203	00341.22	-00170.74	-00816.57	00901.31	00000.01	00000.08	-00000.18	1
1.214	00323.88	-00172.73	-00784.79	00866.39	-00000.01	00000.11	-00000.19	1
1.224	00325.52	-00181.59	-00777.33	00862.08	-00000.03	00000.13	-00000.22	1
1.235	00329.67	-00186.68	-00773.03	00860.88	00000.03	00000.15	-00000.16	1
1.245	00346.23	-00202.58	-00764.73	00863.55	00000.02	00000.14	-00000.27	1
1.256	00378.45	-00219.65	-00747.42	00866.09	00000.04	00000.02	-00000.28	1
1.266	00396.11	-00225.68	-00711.15	00844.73	00000.07	00000.00	-00000.20	1
1.276	00412.89	-00230.67	-00674.59	00823.87	-00000.01	-00000.01	-00000.26	1
1.287	00428.98	-00223.33	-00630.25	00794.43	00000.00	-00000.13	-00000.23	1
1.297	00424.12	-00204.13	-00567.52	00737.31	00000.03	-00000.19	-00000.18	1
1.308	00409.16	-00183.11	-00492.27	00665.79	-00000.03	-00000.21	-00000.21	1
1.318	00395.12	-00158.86	-00416.39	00595.59	-00000.06	-00000.29	-00000.21	1
1.329	00376.19	-00130.95	-00345.39	00527.22	00000.01	-00000.37	-00000.14	1
1.339	00354.46	-00107.89	-00294.05	00473.03	-00000.01	-00000.34	-00000.08	1
1.350	00339.38	-00091.68	-00264.43	00439.89	00000.02	-00000.29	-00000.09	1
1.360	00323.33	-00079.47	-00248.72	00415.60	00000.06	-00000.24	-00000.08	1
1.371	00295.44	-00066.47	-00228.33	00379.26	00000.10	-00000.23	-00000.03	1
1.381	00258.65	-00055.86	-00202.31	00333.09	00000.10	-00000.19	00000.01	1
1.392	00219.36	-00049.96	-00174.85	00284.94	00000.02	-00000.17	-00000.04	1
1.403	00200.45	-00052.97	-00173.33	00270.24	-00000.07	-00000.10	-00000.15	1
1.413	00197.80	-00061.22	-00190.86	00281.60	-00000.10	-00000.06	-00000.21	1
1.424	00199.67	-00072.29	-00221.42	00306.79	-00000.11	-00000.03	-00000.19	1
1.434	00199.09	-00086.13	-00261.64	00339.87	-00000.12	-00000.05	-00000.17	1
1.445	00193.81	-00103.04	-00313.42	00382.64	-00000.17	-00000.04	-00000.15	1
1.455	00197.76	-00121.96	-00388.93	00453.04	-00000.15	-00000.06	-00000.07	1
1.466	00206.01	-00141.63	-00485.44	00546.03	-00000.09	00000.00	00000.00	1
1.476	00219.44	-00165.68	-00597.33	00657.57	-00000.13	00000.15	-00000.04	1
1.487	00230.64	-00177.95	-00708.88	00766.40	-00000.07	00000.23	00000.03	1
1.497	00238.83	-00184.98	-00815.19	00869.36	-00000.09	00000.26	00000.06	1
1.508	00234.76	-00181.71	-00913.24	00960.29	-00000.07	00000.39	00000.13	1
1.518	00236.60	-00179.00	-01011.11	01053.74	-00000.10	00000.53	00000.15	1
1.528	00252.89	-00174.40	-01108.04	01149.83	-00000.07	00000.62	00000.15	1
1.539	00278.95	-00172.13	-01196.88	01240.96	-00000.02	00000.66	00000.14	1
1.549	00301.67	-00171.74	-01262.06	01308.93	00000.04	00000.67	00000.10	1
1.559	00320.53	-00176.47	-01303.99	01354.35	00000.11	00000.59	00000.06	1
1.570	00338.73	-00187.73	-01337.18	01392.13	00000.19	00000.49	00000.01	1
1.580	00358.59	-00205.61	-01380.29	01440.86	00000.24	00000.44	00000.01	1
1.590	00375.82	-00236.57	-01454.93	01521.19	00000.16	00000.53	00000.02	1
1.600	00381.61	-00283.00	-01599.13	01668.21	-00000.02	00000.80	00000.15	1
1.610	00423.98	-00354.57	-01869.84	01949.81	-00000.04	00001.00	00000.14	1
1.620	00488.68	-00446.61	-02217.69	02314.39	00000.00	00001.22	00000.15	1
1.630	00573.13	-00548.52	-02578.29	02697.58	00000.17	00001.33	00000.18	1
1.640	00646.82	-00645.03	-02888.41	03029.42	00000.36	00001.38	00000.15	1
1.649	00699.27	-00732.16	-03146.13	03305.02	00000.47	00001.55	00000.16	1
1.659	00741.63	-00806.70	-03372.60	03546.16	00000.65	00001.62	00000.19	1
1.669	00790.29	-00876.40	-03572.12	03762.01	00000.78	00001.65	00000.15	1
1.678	00835.77	-00935.13	-03727.23	03932.58	00000.86	00001.71	00000.06	1
1.688	00871.89	-00974.34	-03820.12	04037.68	00000.88	00001.75	-00000.04	1
1.697	00900.32	-00988.56	-03846.62	04072.38	00000.86	00001.75	-00000.12	1
1.707	00914.47	-00972.28	-03800.02	04027.63	00000.85	00001.72	-00000.17	1
1.717	00917.71	-00923.73	-03688.42	03911.51	00000.88	00001.63	-00000.11	1
1.726	00905.20	-00853.31	-03524.52	03737.62	00000.84	00001.51	-00000.12	1
1.736	00870.52	-00765.03	-03320.15	03516.59	00000.79	00001.50	-00000.07	1
1.746	00832.73	-00662.13	-03096.96	03274.60	00000.72	00001.39	-00000.05	1
1.756	00795.11	-00553.71	-02869.21	03028.39	00000.67	00001.28	00000.01	1
1.766	00761.90	-00450.64	-02651.06	02794.94	00000.64	00001.14	-00000.02	1
1.776	00723.89	-00349.95	-02443.00	02571.92	00000.68	00000.92	00000.09	1
1.786	00679.78	-00266.81	-02248.56	02364.17	00000.65	00000.84	00000.08	1
1.796	00633.59	-00199.26	-02064.50	02168.71	00000.60	00000.75	00000.06	1
1.807	00590.44	-00147.31	-01895.78	01991.06	00000.52	00000.66	00000.04	1
1.817	00552.88	-00110.03	-01738.51	01827.62	00000.50	00000.54	-00000.01	1
1.827	00508.80	-00086.44	-01588.82	01670.54	00000.43	00000.51	-00000.06	1
1.837	00481.40	-00071.98	-01464.56	01543.33	00000.46	00000.41	-00000.02	1
1.848	00452.23	-00071.92	-01362.62	01437.50	00000.39	00000.48	00000.02	1
1.858	00435.23	-00086.94	-01282.01	01356.66	00000.26	00000.53	00000.03	1
1.868	00426.38	-00102.75	-01213.33	01290.16	00000.22	00000.51	00000.00	1
1.879	00426.90	-00121.79	-01150.44	01233.12	00000.19	00000.48	-00000.04	1
1.889	00421.60	-00137.66	-01081.49	01168.90	00000.17	00000.42	-00000.06	1
1.900	00406.82	-00148.71	-01011.14	01100.01	00000.17	00000.36	-00000.06	1
1.910	00391.99	-00156.90	-00950.68	01040.22	00000.15	00000.26	-00000.10	1
1.920	00376.44	-00161.89	-00901.18	00989.98	00000.12	00000.16	-00000.13	1
1.931	00357.97	-00162.40	-00857.08	00942.93	00000.11	00000.17	-00000.10	1
1.941	00340.52	-00167.25	-00819.74	00903.27	00000.09	00000.17	-00000.09	1
1.952	00337.37	-00175.57	-00808.68	00893.65	00000.08	00000.16	-00000.08	1
1.962	00334.02	-00183.11	-00804.75	00890.35	00000.09	00000.21	-00000.05	1
1.973	00344.77	-00198.62	-00804.36	00897.39	00000.05	00000.19	-00000.14	1
1.983	00369.41	-00216.30	-00799.21	00906.63	00000.08	00000.08	-00000.21	1
1.993	00379.60	-00222.49	-00764.83	00882.36	00000.10	00000.05	-00000.17	1
2.004	00386.20	-00223.69	-00721.41	00848.31	00000.02	00000.05	-00000.20	1
2.014	00394.73	-00214.86	-00674.51	00810.51	00000.02	-00000.05	-00000.21	1
2.025	00386.31	-00193.57	-00608.54	00746.34	00000.07	-00000.10	-00000.14	1
2.035	00371.67	-00174.92	-00537.51	00676.50	-00000.02	-00000.08	-00000.24	1
2.046	00361.73	-00150.75	-00464.16	00607.47	00000.00	-00000.20	-00000.21	1
2.056	00340.63	-00125.94	-00384.54	00528.93	00000.00	-00000.24	-00000.17	1
2.067	00318.18	-00101.78	-00314.83	00459.04	00000.03	-00000.26	-00000.12	1
2.077	00301.13	-00088.68	-00270.41	00414.33	-00000.05	-00000.17	-00000.20	1
2.088	00287.56	-00077.30	-00245.92	00386.19	-00000.04	-00000.09	-00000.17	1
2.099	00265.04	-00064.78	-00221.83	00351.64	00000.02	-00000.07	-00000.10	1
2.109	00228.77	-00052.46	-00188.57	00301.08	00000.09	-00000.13	-00000.05	1
2.120	00196.89	-00043.66	-00163.75	00259.78	00000.11	-00000.16	-00000.03	1
2.130	00174.73	-00043.80	-00153.24	00236.50	00000.05	-00000.18	-00000.09	1
2.141	00166.13	-00050.16	-00162.60	00237.82	00000.00	-00000.11	-00000.13	1
2.152	00165.19	-00060.27	-00182.30	00253.29	-00000.03	-00000.13	-00000.14	1
2.162	00162.72	-00073.92	-00212.07	00277.34	-00000.03	-00000.10	-00000.13	1
2.173	00157.50	-00090.05	-00249.69	00308.64	-00000.08	-00000.06	-00000.13	1
2.183	00160.76	-00111.38	-00310.18	00366.69	-00000.13	00000.02	-00000.14	1
2.194	00170.31	-00130.03	-00384.86	00440.49	-00000.17	00000.10	-00000.14	1
2.204	00182.05	-00143.96	-00471.04	00525.12	-00000.13	00000.12	-00000.06	1
2.215	00194.36	-00153.45	-00569.06	00620.61	-00000.07	00000.11	00000.06	1
2.225	00203.14	-00161.40	-00675.25	00723.38	-00000.07	00000.16	00000.08	1
2.236	00208.09	-00162.01	-00784.84	00827.97	-00000.01	00000.28	00000.14	1
2.246	00224.47	-00163.94	-00907.00	00948.63	00000.04	00000.31	00000.14	1
2.256	00248.19	-00161.94	-01034.87	01076.46	00000.13	00000.34	00000.16	1
2.267	00275.43	-00159.14	-01150.37	01193.54	00000.22	00000.35	00000.14	1
2.277	00299.68	-00159.88	-01242.13	01287.73	00000.26	00000.36	00000.09	1
2.287	00323.34	-00168.46	-01313.89	01363.54	00000.24	00000.37	00000.01	1
2.298	00339.94	-00185.92	-01371.53	01425.21	00000.16	00000.45	-00000.03	1
2.308	00356.04	-00211.35	-01430.11	01488.85	00000.09	00000.52	-00000.04	1
2.318	00377.81	-00245.00	-01513.91	01579.46	00000.07	00000.58	-00000.03	1
2.328	00403.07	-00291.24	-01668.38	01740.91	-00000.01	00000.80	00000.04	1
2.338	00455.44	-00365.01	-01918.84	02005.64	-00000.02	00001.01	00000.08	1
2.348	00528.88	-00459.14	-02240.24	02347.17	00000.01	00001.18	00000.09	1
2.358	00613.06	-00557.46	-02566.27	02696.73	00000.19	00001.24	00000.15	1
2.368	00683.26	-00653.09	-02845.23	02998.11	00000.37	00001.29	00000.17	1
2.377	00727.63	-00740.55	-03075.75	03246.24	00000.46	00001.37	00000.16	1
2.387	00759.46	-00823.99	-03298.11	03483.28	00000.48	00001.56	00000.11	1
2.397	00789.01	-00897.77	-03507.49	03705.54	00000.61	00001.72	00000.12	1
2.406	00837.92	-00960.29	-03693.09	03906.81	00000.76	00001.72	00000.08	1
2.416	00888.13	-01003.94	-03836.84	04064.23	00000.86	00001.73	00000.00	1
2.425	00935.02	-01024.43	-03921.53	04159.58	00000.91	00001.76	-00000.07	1
2.435	00964.97	-01013.55	-03922.19	04164.38	00000.93	00001.76	-00000.09	1
2.445	00971.65	-00972.20	-03838.60	04077.27	00000.94	00001.68	-00000.08	1
2.454	00959.06	-00905.63	-03691.97	03920.53	00000.91	00001.55	-00000.08	1
2.464	00930.59	-00826.07	-03511.59	03725.55	00000.83	00001.49	-00000.12	1
2.474	00890.11	-00736.87	-03309.74	03505.66	00000.73	00001.40	-00000.10	1
2.484	00840.09	-00641.92	-03095.33	03270.92	00000.65	00001.33	-00000.09	1
2.494	00792.21	-00547.48	-02884.94	03041.42	00000.65	00001.19	-00000.06	1
2.504	00747.89	-00460.07	-02685.69	02825.59	00000.66	00001.07	-00000.04	1
2.514	00693.32	-00377.99	-02478.51	02601.26	00000.73	00000.91	00000.06	1
2.524	00640.35	-00312.77	-02276.91	02385.83	00000.70	00000.84	00000.05	1
2.534	00587.76	-00258.08	-02076.36	02173.32	00000.65	00000.75	00000.04	1
2.544	00542.81	-00216.10	-01886.48	01974.88	00000.56	00000.61	00000.00	1
2.555	00494.46	-00184.27	-01701.95	01781.88	00000.50	00000.57	-00000.02	1
2.565	00442.05	-00159.48	-01528.04	01598.67	00000.38	00000.55	-00000.03	1
2.575	00408.24	-00146.53	-01385.19	01451.52	00000.30	00000.52	-00000.03	1
2.586	00384.14	-00139.36	-01268.09	01332.31	00000.26	00000.47	00000.01	1
2.596	00372.47	-00141.45	-01178.93	01244.44	00000.21	00000.43	00000.00	1
2.606	00363.54	-00146.16	-01104.08	01171.54	00000.20	00000.39	00000.03	1
2.617	00357.88	-00153.72	-01044.07	01114.36	00000.20	00000.31	00000.02	1
2.627	00361.70	-00163.70	-01007.73	01083.12	00000.21	00000.25	00000.00	1
2.637	00363.76	-00172.91	-00986.82	01065.85	00000.16	00000.20	-00000.07	1
2.648	00358.95	-00178.93	-00966.00	01045.95	00000.11	00000.14	-00000.12	1
2.658	00347.61	-00181.72	-00941.91	01020.31	00000.04	00000.19	-00000.13	1
2.669	00340.81	-00181.48	-00913.30	00991.56	00000.05	00000.18	-00000.10	1
2.679	00343.39	-00181.00	-00891.71	00972.54	00000.07	00000.14	-00000.10	1
2.690	00347.75	-00182.01	-00876.72	00960.57	00000.06	00000.12	-00000.15	1
2.700	00352.00	-00184.15	-00856.20	00943.87	00000.09	00000.13	-00000.16	1
2.710	00369.49	-00198.84	-00828.30	00928.52	00000.06	00000.14	-00000.27	1
2.721	00398.99	-00212.81	-00797.17	00916.49	00000.00	00000.02	-00000.35	1
2.731	00424.28	-00218.80	-00764.56	00901.35	-00000.01	-00000.05	-00000.37	1
2.742	00447.49	-00221.38	-00723.80	00879.29	-00000.01	-00000.08	-00000.36	1
2.752	00472.80	-00221.13	-00681.32	00858.27	-00000.04	-00000.12	-00000.39	1
2.763	00496.43	-00210.94	-00626.60	00826.78	00000.00	-00000.21	-00000.37	1
2.773	00507.38	-00195.50	-00553.56	00775.94	00000.03	-00000.28	-00000.29	1
2.783	00502.54	-00178.82	-00464.98	00707.62	-00000.06	-00000.32	-00000.33	1
2.794	00496.18	-00157.20	-00384.00	00646.81	-00000.06	-00000.38	-00000.31	1
2.804	00485.26	-00132.82	-00323.23	00598.00	-00000.06	-00000.44	-00000.19	1
2.815	00472.41	-00114.92	-00287.28	00564.72	-00000.04	-00000.36	-00000.18	1
2.826	00446.69	-00097.88	-00257.07	00524.59	00000.00	-00000.31	-00000.12	1
2.836	00404.86	-00081.02	-00221.82	00468.70	00000.00	-00000.30	-00000.10	1
2.847	00357.81	-00069.42	-00193.01	00412.44	-00000.09	-00000.24	-00000.14	1
2.857	00322.15	-00060.11	-00178.73	00373.28	-00000.13	-00000.28	-00000.13	1
2.868	00294.97	-00056.25	-00179.01	00349.60	-00000.16	-00000.29	-00000.11	1
2.878	00277.77	-00056.93	-00190.17	00341.41	-00000.15	-00000.27	-00000.08	1
2.889	00263.96	-00063.26	-00208.40	00342.20	-00000.14	-00000.29	-00000.05	1
2.900	00241.86	-00072.28	-00225.85	00338.72	-00000.12	-00000.30	-00000.03	1
2.910	00223.25	-00088.13	-00259.72	00353.64	-00000.11	-00000.26	-00000.03	1
2.921	00210.00	-00107.85	-00316.08	00394.51	-00000.07	-00000.17	00000.00	1
2.931	00200.24	-00131.94	-00390.52	00458.27	-00000.05	-00000.08	-00000.01	1
2.942	00201.64	-00161.53	-00490.69	00554.55	-00000.15	00000.07	-00000.07	1
2.952	00209.96	-00185.58	-00608.40	00669.83	-00000.18	00000.21	-00000.06	1
2.963	00224.32	-00200.05	-00744.62	00802.99	-00000.10	00000.28	00000.06	1
2.973	00238.03	-00207.07	-00880.75	00935.55	-00000.05	00000.32	00000.10	1
2.983	00260.04	-00204.14	-01027.97	01079.82	00000.04	00000.36	00000.17	1
2.994	00280.62	-00199.07	-01164.81	01214.56	00000.12	00000.42	00000.16	1
3.004	00305.83	-00195.52	-01287.71	01337.89	00000.19	00000.46	00000.17	1
3.014	00327.74	-00199.11	-01389.83	01441.77	00000.18	00000.48	00000.14	1
3.025	00345.56	-00210.56	-01469.75	01524.44	00000.15	00000.54	00000.09	1
3.035	00372.69	-00227.89	-01534.04	01595.02	00000.20	00000.50	00000.04	1
3.045	00398.28	-00250.02	-01590.40	01658.46	00000.18	00000.49	00000.00	1
3.055	00411.48	-00276.91	-01651.86	01724.72	00000.19	00000.56	00000.08	1
3.065	00413.91	-00317.79	-01774.78	01849.91	00000.07	00000.77	00000.21	1
3.075	00443.11	-00394.26	-02029.66	02114.55	00000.01	00001.01	00000.20	1
3.085	00502.50	-00492.68	-02366.05	02468.48	00000.07	00001.20	00000.17	1
3.095	00578.34	-00601.43	-02711.37	02836.85	00000.19	00001.41	00000.10	1
3.105	00644.95	-00702.48	-02995.75	03143.88	00000.32	00001.47	00000.06	1
3.114	00696.17	-00788.74	-03219.12	03386.66	00000.49	00001.51	00000.07	1
3.124	00730.47	-00864.25	-03406.20	03589.25	00000.63	00001.66	00000.11	1
